objectId,clusterId,area,perimeter,compactness,meanB1,stdB1,meanB2,stdB2,meanB3,stdB3,meanB4,stdB4,meanB5,stdB5,meanB6,stdB6
1423,4,161,74.7279,34.6849,0.0644005,0.000682575,0.0623968,0.000658144,0.0606882,0.000815041,0.0612501,0.000622745,0.472537,0.0410952,0.645081,0.0397142
1424,4,114,64.2426,36.2028,0.0701731,0.00876626,0.0723681,0.0121048,0.065287,0.006046,0.0713051,0.0121131,0.505126,0.0321283,0.584459,0.0257562
1425,4,56,25.6569,11.7549,0.0705152,0.000910947,0.0732033,0.00135207,0.0609934,0.000913634,0.0713923,0.000970771,0.501541,0.022377,0.587476,0.00152141
1426,4,17183,1288.48,96.6169,0.0650295,0.00255461,0.0642225,0.00271726,0.0618935,0.00271092,0.0622018,0.00282438,0.498002,0.0306034,0.60205,0.0449895
1427,4,808,232.527,66.9168,0.0693294,0.012204,0.0713685,0.0117101,0.0593348,0.0085464,0.0684336,0.00987949,0.500679,0.0387621,0.526032,0.0626025
1428,4,98,60.8284,37.7561,0.0633463,0.0017066,0.0628102,0.00166585,0.0587587,0.00103951,0.0615601,0.00172833,0.489196,0.0305839,0.555916,0.0284181
1429,4,258,115.556,51.7569,0.0669111,0.00211668,0.0656238,0.00128849,0.0651493,0.00360028,0.0643157,0.00118789,0.485241,0.0325549,0.554499,0.0378962
1430,4,24226,1432.07,84.6542,0.0659539,0.00159692,0.0677978,0.00179627,0.0604854,0.00186277,0.065761,0.00180571,0.491622,0.0323969,0.620205,0.0528637
1431,4,96,48.8284,24.8356,0.0745692,0.00647505,0.0734719,0.00334986,0.0695065,0.00751587,0.0721448,0.00331849,0.478472,0.0229189,0.543849,0.0223458
1432,4,119,54.2426,24.7249,0.068214,0.0098195,0.0697245,0.0061308,0.0624383,0.0117888,0.0673601,0.00631655,0.485582,0.0276814,0.551499,0.080901
1433,4,4691,801.865,137.068,0.066079,0.00374871,0.0674143,0.00350785,0.060639,0.00262582,0.065951,0.00274774,0.500894,0.0295934,0.641212,0.0292892
1434,4,96,52.8284,29.0713,0.0609554,0.00140698,0.0650527,0.00138435,0.0529262,0.00115028,0.0634881,0.00147062,0.511029,0.0148825,0.487472,0.00497084
1435,4,51,26.8284,14.113,0.06946,0.000892141,0.0662011,0.000845357,0.0654793,0.000977093,0.0641098,0.000963435,0.458977,0.0221832,0.579889,0.00943348
1436,4,272,136.485,68.4861,0.0667095,0.00459329,0.0659158,0.00406006,0.0632712,0.00414948,0.0645284,0.00407147,0.492402,0.0383887,0.55157,0.0580534
1437,4,149,52.7279,18.6593,0.0742407,0.00185592,0.0717804,0.00191315,0.0717122,0.00180243,0.0688826,0.00226384,0.464824,0.0254697,0.51637,0.0125539
1438,4,153,75.0711,36.8344,0.0679145,0.00213983,0.06977,0.00229952,0.0697331,0.00367405,0.0677082,0.00227465,0.490478,0.0307973,0.582494,0.0323412
1439,4,179,64.4853,23.231,0.0608012,0.000720041,0.0602911,0.000740614,0.0578124,0.00116625,0.0590398,0.000655524,0.48737,0.0223305,0.588631,0.0132711
1440,4,1151,332.836,96.2463,0.0704716,0.00186711,0.0679445,0.00179129,0.0681588,0.00174973,0.0648162,0.00209986,0.457774,0.0292692,0.689095,0.0534088
1441,4,3777,294.368,22.9421,0.0693108,0.0175945,0.0750858,0.0159715,0.0602956,0.0116003,0.067238,0.0110251,0.491602,0.0318567,0.546902,0.0307064
1442,4,93,45.6569,22.4145,0.0813288,0.00368366,0.0852117,0.00186165,0.0861762,0.00266496,0.0829404,0.0019203,0.499852,0.0162614,0.55696,0.00597791
1443,4,360,125.899,44.0297,0.0685637,0.00177832,0.0688901,0.00228777,0.0620841,0.0017888,0.0676287,0.00225454,0.51146,0.0419218,0.585886,0.0331471
1444,4,84,41.0711,20.0813,0.0686272,0.000871098,0.0695771,0.00117806,0.0622544,0.00128169,0.0683617,0.00149109,0.508077,0.0382579,0.576335,0.00623637
1445,4,105,38.8284,14.3585,0.0685496,0.00134442,0.0691244,0.00123401,0.0617268,0.00115777,0.0677927,0.00127069,0.482278,0.0172429,0.57175,0.00577718
1446,4,71,31.0711,13.5973,0.0870712,0.00656651,0.0917542,0.00493272,0.0876092,0.00338618,0.0878194,0.00408235,0.487987,0.0203583,0.677198,0.00362129
1447,4,2028,349.539,60.2454,0.0718447,0.00961148,0.0766579,0.00989073,0.0640084,0.00828382,0.0717304,0.0102237,0.508541,0.0418483,0.512024,0.0478708
1448,4,117,62.8284,33.7386,0.0670823,0.0026263,0.0651263,0.0046935,0.058832,0.00566658,0.0617875,0.00409011,0.471359,0.0352298,0.641314,0.0286334
1449,4,291,123.213,52.1701,0.0830101,0.00868585,0.0842824,0.00858722,0.0789397,0.00975068,0.0800899,0.00839418,0.496584,0.0323233,0.62262,0.0289243
1450,4,101,47.6569,22.4869,0.0937006,0.00566678,0.0966526,0.0057367,0.0868503,0.00495705,0.0900024,0.0053995,0.497884,0.0279044,0.602622,0.0107451
1451,4,192,87.3137,39.7067,0.0879322,0.00698324,0.0926084,0.0072303,0.0900035,0.00977369,0.0863192,0.00532188,0.491197,0.0324055,0.57911,0.0318927
1452,4,137,53.0711,20.5587,0.123045,0.012449,0.132455,0.0102096,0.126014,0.0113892,0.122533,0.0108698,0.46827,0.0284315,0.577185,0.0123196
1453,4,324,109.456,36.9771,0.117858,0.0147611,0.121669,0.0173709,0.11279,0.0214733,0.113453,0.0184598,0.486456,0.0306364,0.619599,0.0192504
1454,4,237,86.1421,31.31,0.120948,0.0122149,0.128587,0.00799156,0.129371,0.0109017,0.121957,0.00810578,0.509092,0.0347738,0.660708,0.0161502
1455,4,218,97.8995,43.9647,0.16748,0.0263096,0.190031,0.0259271,0.194784,0.0279562,0.182306,0.0251375,0.509264,0.0250003,0.603459,0.0404288
1456,4,58,26.2426,11.8737,0.222224,0.00723645,0.234781,0.00326041,0.238108,0.00470758,0.226215,0.00274618,0.523868,0.0213062,0.761417,0.00312589
1457,4,149,73.4142,36.1721,0.0620586,0.000669203,0.0604973,0.00080892,0.0599607,0.00108956,0.059434,0.000733464,0.481327,0.0317824,0.641076,0.0157327
1458,4,249,85.3137,29.2306,0.0871766,0.00740221,0.0809854,0.00803413,0.0721089,0.00801688,0.0789479,0.00732428,0.511064,0.046555,0.657685,0.0151852
1459,4,329,143.698,62.7637,0.069308,0.0259708,0.0708296,0.0284658,0.0601496,0.0345249,0.0682771,0.0285788,0.49978,0.0310951,0.666906,0.0293855
1460,4,53,24.8284,11.6311,0.206184,0.00758788,0.221037,0.00594254,0.233285,0.00518438,0.216991,0.00612228,0.518461,0.0274495,0.694671,0.00937868
1461,4,442,111.213,27.9828,0.0656377,0.00150824,0.0706875,0.00202546,0.0574661,0.00219474,0.067804,0.00232964,0.503966,0.0279225,0.548153,0.0506944
1462,4,256,78.1421,23.8523,0.204008,0.00858381,0.213345,0.00687786,0.220703,0.00758559,0.206779,0.00664832,0.514905,0.0288694,0.635637,0.0183667
1463,4,679,181.012,48.2554,0.0603995,0.00216166,0.0614381,0.00259923,0.0485876,0.00189865,0.0574653,0.00312451,0.502735,0.0284631,0.652818,0.0208998
1464,4,1774,426.375,102.478,0.0613841,0.00266086,0.0639231,0.00221771,0.0495684,0.00169583,0.057454,0.00421777,0.491209,0.0281858,0.659306,0.0775733
1465,4,815,124.284,18.9529,0.0629517,0.00179562,0.0688639,0.00201074,0.0576121,0.00150405,0.0654228,0.00179148,0.516141,0.0329499,0.493981,0.00991592
1466,4,105,38.4853,14.1059,0.194132,0.00782773,0.205951,0.00530697,0.211626,0.00736445,0.199816,0.00479162,0.485528,0.0219254,0.58018,0.012161
1467,4,98,51.0711,26.6148,0.180731,0.0056647,0.193843,0.00631807,0.203354,0.00747008,0.189714,0.0063621,0.50108,0.0289562,0.521167,0.00652081
1468,4,115,53.6569,25.0353,0.116371,0.0238614,0.120201,0.0289359,0.111272,0.0250658,0.112146,0.0251944,0.510895,0.0284934,0.556522,0.0397427
1469,4,68,35.6569,18.6972,0.0709261,0.000862698,0.068361,0.000896271,0.0636881,0.00138141,0.0665148,0.000996807,0.491984,0.0182014,0.651331,0.015466
1470,4,64,38.2426,22.8516,0.0708643,0.0015933,0.0718761,0.00313487,0.0578303,0.00152101,0.0692278,0.00224891,0.478676,0.0152336,0.69204,0.00531553
1471,4,404,136.728,46.2736,0.103195,0.0162913,0.10239,0.01378,0.093939,0.0193228,0.0979621,0.0160332,0.518822,0.0332326,0.695244,0.03608
1472,4,118,42.2426,15.1224,0.0593176,0.00165989,0.0638987,0.00165303,0.0535452,0.00141237,0.0617357,0.00164433,0.519109,0.0238583,0.492556,0.0116829
1473,4,23493,1696.34,122.486,0.0727854,0.00523862,0.073493,0.00501036,0.0641401,0.00430409,0.0708681,0.00472126,0.498928,0.0358474,0.600906,0.045069
1474,4,62,30.8284,15.3289,0.10286,0.00314557,0.101205,0.00352177,0.0909238,0.00456108,0.0970954,0.00299667,0.499431,0.0296499,0.722428,0.0018398
1475,4,219,127.657,74.4122,0.0803731,0.0172202,0.0801354,0.0148143,0.0712366,0.0163492,0.0774711,0.0138815,0.496911,0.0310586,0.57346,0.0604108
1476,4,86,45.4142,23.982,0.0650009,0.00793602,0.0632324,0.0097864,0.0506549,0.0125485,0.0608022,0.0103456,0.472777,0.0216171,0.638592,0.0845788
1477,4,397,114.87,33.2371,0.0605462,0.00173306,0.0651842,0.0019023,0.0535681,0.00141494,0.0629196,0.00172084,0.503976,0.0334597,0.504527,0.0238918
1478,4,127,46.2426,16.8377,0.0825195,0.00649751,0.079517,0.00602905,0.0693219,0.00641019,0.0761941,0.00593081,0.479049,0.0217562,0.616195,0.00719675
1479,4,138,76.4853,42.3913,0.0727318,0.00294851,0.0680432,0.00178092,0.0490736,0.00174235,0.0656951,0.00448511,0.485365,0.0279151,0.614522,0.0116555
1480,4,83,48.8284,28.7255,0.0735715,0.00907471,0.0713852,0.00732596,0.060871,0.00913796,0.0689681,0.00655368,0.480038,0.0202726,0.64759,0.00438539
1481,4,115,62.8284,34.3253,0.107857,0.0570131,0.113315,0.059358,0.100934,0.0689634,0.104048,0.0581614,0.521432,0.0584711,0.563278,0.0776718
1482,4,69,32.8284,15.6189,0.0778602,0.00191317,0.0771378,0.00277695,0.0632738,0.00235701,0.0747372,0.00298046,0.519579,0.0213714,0.611438,0.0120442
1483,4,153,53.3137,18.5775,0.0585212,0.000779887,0.060492,0.000767932,0.0472452,0.000741349,0.0584545,0.00110754,0.493708,0.02335,0.646661,0.0172892
1484,4,71,34.8284,17.0848,0.0948854,0.00186662,0.0926762,0.00258204,0.0864084,0.00185828,0.0896326,0.00196521,0.508368,0.0231418,0.703654,0.00746187
1485,4,54,26,12.5185,0.191173,0.0103321,0.208539,0.00998703,0.215166,0.0100028,0.201494,0.00920331,0.494989,0.0186501,0.65503,0.00728848
1486,4,322,103.213,33.0837,0.0831527,0.00388001,0.0774819,0.00634217,0.0677021,0.00599779,0.0741879,0.0057083,0.488832,0.031981,0.610689,0.0353105
1487,4,144,61.6569,26.3998,0.0791256,0.0106514,0.0771618,0.00717016,0.0620703,0.0046177,0.0745352,0.00674602,0.498611,0.024372,0.597785,0.064258
1488,4,362,138.87,53.2732,0.0974739,0.0130229,0.097198,0.0150627,0.0907937,0.0161226,0.0934002,0.0142996,0.504517,0.0310747,0.647267,0.0381243
1489,4,561,206.368,75.9137,0.0609683,0.00308418,0.0632262,0.0029226,0.0492115,0.00290944,0.0601824,0.00347029,0.492566,0.0275124,0.686142,0.0640513
1490,4,138,58.4853,24.7864,0.0536625,0.000914355,0.049914,0.00107336,0.0479551,0.00117386,0.0487301,0.004283,0.51975,0.0428864,0.628231,0.0243953
1491,4,265,88.8701,29.8033,0.0871512,0.0103004,0.0817729,0.011571,0.0627506,0.00795682,0.0785305,0.0109431,0.48916,0.026108,0.60232,0.0450198
1492,4,894,253.497,71.8803,0.187351,0.028423,0.193541,0.0292736,0.192771,0.0335801,0.186324,0.0291375,0.499811,0.0272003,0.678397,0.0197355
1493,4,158,73.8995,34.5641,0.172213,0.0515581,0.185708,0.060018,0.193296,0.0655825,0.1813,0.0583541,0.498536,0.0258729,0.69462,0.0184253
1494,4,198,91.5563,42.3362,0.0764976,0.00276115,0.0764452,0.0045992,0.0654135,0.00317466,0.0742641,0.00486722,0.498416,0.0329463,0.63766,0.021975
1495,4,100,53.6569,28.7906,0.0723814,0.00269462,0.0668377,0.00256008,0.0601413,0.00258657,0.0644024,0.00243459,0.491137,0.0348386,0.687162,0.0209023
1496,4,1430,262.569,48.2114,0.0653715,0.00212005,0.06928,0.00223309,0.0558821,0.00202202,0.065498,0.00182621,0.496133,0.0319421,0.509719,0.0356792
1497,4,120,58.7279,28.7414,0.0610968,0.00774228,0.0633863,0.00501147,0.0515204,0.00913877,0.0615442,0.00507794,0.49085,0.0262254,0.727252,0.0159163
1498,4,82,50.8284,31.5065,0.0650127,0.0017542,0.0609455,0.00197599,0.0552488,0.00245304,0.0592964,0.00175514,0.502678,0.0283261,0.703362,0.0361808
1499,4,101,41.0711,16.7013,0.0729325,0.00338054,0.0733204,0.00383999,0.0647974,0.00275482,0.0704751,0.00313764,0.501883,0.0352876,0.544688,0.0055417
1500,4,63,28.2426,12.6611,0.237726,0.00299397,0.249792,0.00206781,0.258241,0.00338154,0.241868,0.00203915,0.651229,0.0556477,0.716109,0.000844484
1501,4,234,88.7279,33.6438,0.0785377,0.00300878,0.0728304,0.00395201,0.065288,0.00479437,0.071454,0.00389162,0.503637,0.0258242,0.700393,0.0237563
1502,4,569,148.87,38.9495,0.143824,0.0311718,0.141635,0.0358009,0.133555,0.040611,0.135968,0.0346158,0.500162,0.0280963,0.62402,0.0394373
1503,4,132,66.2426,33.2431,0.0701539,0.00938761,0.0664125,0.0109202,0.0578916,0.00882259,0.0644268,0.0102963,0.511765,0.0337536,0.627355,0.0575887
1504,4,103,45.0711,19.7223,0.0650562,0.00111261,0.060477,0.00247164,0.0539659,0.00264075,0.0582005,0.00229552,0.478317,0.0169618,0.675282,0.0148817
1505,4,281,109.113,42.3686,0.0599608,0.00399442,0.0635342,0.00320568,0.0493808,0.00444959,0.0613043,0.0031992,0.495723,0.0317729,0.725209,0.0504765
1506,4,227,124.243,68.001,0.0778423,0.0141107,0.0744488,0.0149403,0.0640898,0.0115412,0.0720465,0.0140074,0.497279,0.0342443,0.630879,0.0612949
1507,4,73,31.6569,13.7282,0.211913,0.00669879,0.212784,0.00599164,0.218825,0.00419332,0.203983,0.00390985,0.523771,0.0153329,0.571825,0.0123786
1508,4,58,28.2426,13.7525,0.0958242,0.00273306,0.086868,0.00521666,0.0691797,0.00460054,0.0829651,0.00468564,0.481609,0.0176351,0.672647,0.0087084
1509,4,60,28.8284,13.8513,0.0652315,0.000625803,0.0649258,0.000710553,0.0602504,0.000874177,0.0639853,0.000678593,0.491503,0.0224213,0.635023,0.00745202
1510,4,473,161.456,55.112,0.0736523,0.00591383,0.0706457,0.00583111,0.0667097,0.00522554,0.0688594,0.0058266,0.515467,0.0359114,0.619522,0.0215675
1511,4,147,60.7279,25.0876,0.189123,0.0530884,0.191879,0.0542813,0.193782,0.0588112,0.18418,0.0512076,0.511084,0.0271431,0.598272,0.0223782
1512,4,144,65.8995,30.1579,0.0715826,0.00756677,0.0695483,0.00443406,0.0612458,0.00834407,0.0675884,0.00453965,0.502397,0.0323252,0.606231,0.0517433
1513,4,1950,247.054,31.3003,0.071051,0.0128351,0.0749586,0.0105961,0.0590343,0.00843737,0.0714126,0.00959473,0.503694,0.0258679,0.50482,0.0119022
1514,4,113,54.4853,26.2712,0.0961004,0.0573976,0.100413,0.05997,0.0921431,0.0696424,0.0985414,0.058545,0.527191,0.0362204,0.5348,0.0220593
1515,4,53,26.2426,12.9939,0.0745749,0.000611438,0.0705513,0.00103991,0.0660559,0.00133159,0.06884,0.00118908,0.514761,0.0234819,0.606451,0.00506746
1516,4,107,39.0711,14.2668,0.0952447,0.00894886,0.0936913,0.00908209,0.0743169,0.00423355,0.0889922,0.00719755,0.53348,0.0547707,0.495895,0.0032994
1517,4,124,42.7279,14.7232,0.0637004,0.000957939,0.0609333,0.00123044,0.0592545,0.001072,0.0564576,0.00105244,0.459962,0.0241884,0.540922,0.00346472
1518,4,196,87.3137,38.8963,0.0671764,0.00809677,0.064119,0.00874433,0.0588934,0.00414896,0.0601441,0.00844753,0.488075,0.0302945,0.574704,0.0547825
1519,4,335,122.042,44.4602,0.0676114,0.00141919,0.0669267,0.00167773,0.0617934,0.00131104,0.065387,0.00147798,0.490442,0.0286704,0.679972,0.014957
1520,4,2158,480.51,106.992,0.187195,0.0178882,0.189317,0.0189383,0.187771,0.0215385,0.182143,0.0183211,0.489618,0.0322895,0.659275,0.0672563
1521,4,182,61.8995,21.0525,0.209278,0.00502031,0.206403,0.00738975,0.196687,0.0141339,0.192947,0.0111494,0.516656,0.0481403,0.537422,0.0200915
1522,4,81,33.6569,13.985,0.204174,0.00446787,0.204327,0.00646806,0.201629,0.00478933,0.190418,0.00577825,0.499492,0.0262123,0.601518,0.00104853
1523,4,77,40.8284,21.6488,0.137844,0.0288507,0.129124,0.0338515,0.121718,0.041311,0.125031,0.0323939,0.48658,0.0211963,0.545806,0.0443354
1524,4,45605,2591.14,147.221,0.152671,0.0235326,0.151793,0.0289471,0.148574,0.0348845,0.145944,0.0288284,0.492022,0.0363051,0.638166,0.0722919
1525,4,8842,752.475,64.0374,0.109517,0.0215043,0.109489,0.0237464,0.108067,0.0255112,0.1029,0.0222187,0.48368,0.033173,0.607349,0.0314481
1526,4,276,99.799,36.0864,0.0827009,0.00558584,0.0792245,0.00594125,0.0670047,0.00595,0.0750258,0.006456,0.494615,0.0269559,0.566539,0.0128072
1527,4,298,100.385,33.8158,0.0607625,0.00454799,0.0597874,0.00352931,0.0472417,0.001679,0.0558755,0.00308218,0.510936,0.032007,0.579176,0.0190481
1528,4,6527,640.96,62.9432,0.0564047,0.00245663,0.0570474,0.0021688,0.0451443,0.00133352,0.0508168,0.00522146,0.495316,0.0293155,0.641923,0.0559218
1529,4,177,57.6569,18.7814,0.0579933,0.00183942,0.0562723,0.00104353,0.0454017,0.000932975,0.0533683,0.00188672,0.50349,0.0322925,0.609521,0.00495701
1530,4,167,56.4853,19.1053,0.0742853,0.00164995,0.0678529,0.0033366,0.0595558,0.00279224,0.0651894,0.00319697,0.497217,0.036536,0.637239,0.0123929
1531,4,147,59.8995,24.4078,0.0639699,0.00360316,0.0598293,0.00170721,0.0472466,0.000811405,0.0559182,0.0019293,0.506523,0.0245437,0.620748,0.027099
1532,4,356,130.728,48.005,0.0726717,0.0236698,0.0696085,0.0251817,0.0580143,0.0273731,0.0648367,0.0252364,0.492774,0.0260511,0.542495,0.0475288
1533,4,166,73.0711,32.1649,0.137476,0.0101044,0.143526,0.00751245,0.140817,0.00923717,0.138853,0.00729509,0.465037,0.0179097,0.622069,0.00896555
1534,4,156,55.8995,20.0305,0.116255,0.00842052,0.116884,0.00766937,0.10988,0.0068536,0.111878,0.00706555,0.498517,0.0234553,0.573458,0.00652396
1535,4,4985,706.534,100.138,0.0573535,0.00934183,0.0562719,0.0089579,0.0446642,0.00987264,0.0520054,0.0098476,0.489695,0.033103,0.611865,0.0572014
1536,4,102,50.2426,24.7483,0.0673419,0.00260589,0.0704629,0.00180388,0.0608269,0.00631273,0.0684633,0.00204212,0.503422,0.020888,0.497284,0.00975299
1537,4,6296,490.693,38.2433,0.102361,0.0228707,0.0994987,0.0248955,0.0930454,0.0250382,0.0930438,0.0231694,0.492068,0.0327661,0.633771,0.0484871
1538,4,600,171.941,49.2729,0.126747,0.0108218,0.123948,0.009228,0.119715,0.00914788,0.120022,0.0081873,0.513529,0.0374595,0.516363,0.0241962
1539,4,52,32.8284,20.7251,0.0868335,0.0013021,0.0819241,0.00169474,0.0772976,0.00191933,0.0802484,0.00133496,0.530543,0.021893,0.488955,0.00478304
1540,4,396,90.6274,20.7407,0.0829413,0.00447258,0.0790662,0.00365533,0.0765113,0.00326641,0.0762179,0.00284112,0.503912,0.0343071,0.580825,0.021572
1541,4,386,131.899,45.0712,0.0795396,0.00735658,0.0755293,0.00802045,0.0663102,0.00809699,0.0724608,0.00803961,0.493823,0.0270083,0.601071,0.0451549
1542,4,126,55.0711,24.07,0.0598629,0.00265493,0.0609723,0.00268276,0.0478677,0.00136077,0.0586859,0.00218261,0.502614,0.0296309,0.503647,0.00923348
1543,4,132,69.0711,36.1425,0.0790578,0.00912481,0.0799888,0.00638086,0.0689132,0.00415519,0.0758927,0.0043527,0.501485,0.0338106,0.629197,0.0174068
1544,4,72,31.6569,13.9188,0.0732651,0.0023288,0.0691664,0.00208872,0.0608599,0.00155511,0.0675382,0.00189288,0.531155,0.019563,0.621152,0.00171762
1545,4,3443,378.995,41.7186,0.0551101,0.00299784,0.0554313,0.00225477,0.0444386,0.00182512,0.050938,0.00486179,0.502064,0.0301195,0.524961,0.0301514
1546,4,5304,527.238,52.4094,0.0672875,0.00917581,0.07223,0.00799716,0.0578743,0.00576165,0.0682469,0.00686422,0.496188,0.0365691,0.566831,0.0455786
1547,4,6740,529.38,41.5791,0.0671334,0.00305855,0.0651914,0.00362995,0.0643469,0.00393615,0.0629077,0.0034512,0.490255,0.0348253,0.573064,0.0194065
1548,4,94,36.4853,14.1614,0.064774,0.00118033,0.0639337,0.00167097,0.056789,0.00121352,0.0622079,0.0014853,0.490196,0.0186675,0.681714,0.0119685
1549,4,161477,4414.27,120.672,0.0644079,0.00254112,0.0641925,0.00275314,0.0595994,0.00308281,0.0608025,0.00244481,0.492074,0.0353614,0.610424,0.0632093
1550,4,180,75.8995,32.0041,0.0685761,0.00423373,0.0648087,0.00176643,0.0505207,0.00451247,0.0633018,0.00160176,0.483268,0.0246817,0.600188,0.014628
1551,4,50,25.4142,12.9176,0.0722522,0.00090728,0.0709825,0.00094619,0.0711385,0.000977799,0.0672495,0.000988966,0.455137,0.0243821,0.533784,0
1552,4,128,56.4853,24.9265,0.0624835,0.00471487,0.0612847,0.00218704,0.0486717,0.00129897,0.059667,0.00205889,0.493352,0.036278,0.685758,0.0819039
1553,4,158,49.0711,15.2403,0.0579008,0.0013057,0.058768,0.0013202,0.0468744,0.00105267,0.0566557,0.00148109,0.48553,0.0212293,0.729174,0.0151461
1554,4,473,133.941,37.9286,0.0648856,0.0051728,0.0642951,0.0040328,0.0500223,0.00216076,0.0610666,0.00295272,0.491647,0.030753,0.658791,0.0497006
1555,4,135,55.3137,22.6638,0.0652371,0.000749981,0.0631173,0.000598179,0.061712,0.000767088,0.0610696,0.000632229,0.475497,0.0389145,0.666917,0.00443444
1556,4,122,56.2426,25.9282,0.0621238,0.00571831,0.0625292,0.00453284,0.0517076,0.00524183,0.0597184,0.00355431,0.493025,0.0271335,0.535944,0.0631134
1557,4,540,117.213,25.4425,0.0582017,0.00197504,0.0605554,0.00170042,0.0480042,0.00145654,0.0582417,0.00209729,0.516921,0.0528023,0.503941,0.0171606
1558,4,320,108.385,36.7102,0.0774684,0.00321191,0.0730894,0.00516195,0.056547,0.00419939,0.0698625,0.00518536,0.489608,0.0278721,0.519616,0.02399
1559,4,75,40.2426,21.5929,0.0732152,0.00859797,0.0707425,0.00745825,0.0593364,0.0043999,0.0688619,0.0069858,0.48549,0.0349585,0.599279,0.0505506
1560,4,418,122.385,35.8326,0.0777083,0.00615226,0.0727297,0.00744426,0.057817,0.00579281,0.0695422,0.00705566,0.494896,0.0238605,0.575747,0.0294807
1561,4,2605,288.368,31.9216,0.0694537,0.00258101,0.0733446,0.00230623,0.0577022,0.0019912,0.0703625,0.00261586,0.495792,0.0425384,0.520081,0.0241051
1562,4,237,104.971,46.4929,0.0857303,0.00580077,0.0841375,0.00526532,0.0685697,0.00370251,0.079797,0.00564453,0.487615,0.0264669,0.643602,0.00849708
1563,4,581,207.698,74.249,0.0835719,0.0103977,0.0799602,0.0100977,0.0658548,0.00669991,0.0758211,0.00890109,0.486153,0.0287621,0.584407,0.0157608
1564,4,680,235.941,81.865,0.0765983,0.00506373,0.0719934,0.00554729,0.0579763,0.00445874,0.0692774,0.005311,0.51267,0.0467197,0.614656,0.00893966
1565,4,72,32.4853,14.6569,0.0740655,0.00347767,0.0710623,0.00457274,0.0572386,0.00240401,0.0680631,0.00429108,0.516993,0.029017,0.57545,0.00872293
1566,4,1578,379.397,91.218,0.0778272,0.00851649,0.0750872,0.00821785,0.0640188,0.00745365,0.0720384,0.00788089,0.483849,0.0312858,0.582117,0.0216819
1567,4,89,36.2426,14.7588,0.0757748,0.00184371,0.0721388,0.00429548,0.0544854,0.00288442,0.0692412,0.0041,0.489227,0.0267547,0.593,0.0130902
1568,4,68,28.4853,11.9325,0.0700079,0.00229502,0.0724655,0.00207326,0.0565786,0.00168636,0.0706566,0.00231073,0.460611,0.0300578,0.504074,0.0108789
1569,4,140,62.1421,27.5832,0.0939421,0.00702157,0.0942196,0.00486945,0.0822369,0.00517239,0.0910942,0.00503944,0.491008,0.0292582,0.608687,0.0155024
1570,4,1106,300.569,81.683,0.0774518,0.00909083,0.0751986,0.00928041,0.0646783,0.00819469,0.0723921,0.00879469,0.496121,0.0281315,0.618469,0.033474
1571,4,116,42.8284,15.8127,0.0655518,0.00218989,0.0679484,0.00158056,0.0532721,0.00109895,0.0636916,0.00142973,0.500845,0.0189533,0.487244,0.00475889
1572,4,267,100.728,38.0004,0.0716361,0.00796847,0.0691322,0.00879283,0.0591428,0.00852744,0.0671265,0.00873226,0.502695,0.0318867,0.614182,0.0263747
1573,4,128,65.0711,33.08,0.0891483,0.00320059,0.0871386,0.00418091,0.0739114,0.00248487,0.0838982,0.00366917,0.481158,0.0270878,0.599609,0.0147562
1574,4,51,25.4142,12.6644,0.0689136,0.00204897,0.0728022,0.00189902,0.0582065,0.00125327,0.071292,0.00198778,0.483429,0.0201476,0.520403,0.00892483
1575,4,206,89.8995,39.2326,0.080791,0.011044,0.0789201,0.0106275,0.0653,0.0102141,0.0746465,0.0102226,0.486351,0.0258341,0.578293,0.00446427
1576,4,77,42.2426,23.1746,0.064635,0.0017437,0.0692135,0.00152695,0.0562616,0.00141486,0.0675911,0.00161638,0.470181,0.0307461,0.62092,0.0134513
1577,4,287,98.6274,33.8933,0.0865399,0.00707561,0.0833712,0.0078554,0.0696105,0.00670514,0.0796411,0.00763995,0.479866,0.021219,0.550546,0.0268429
1578,4,399,104.971,27.6161,0.0643985,0.00172188,0.0687076,0.00160939,0.0550412,0.00151826,0.0671266,0.00180971,0.504359,0.0413115,0.639216,0.0158638
1579,4,81,42,21.7778,0.0797875,0.00439914,0.0755973,0.0070604,0.0621842,0.00682496,0.0713162,0.00669992,0.491019,0.0369817,0.59618,0.0107895
1580,4,893,219.941,54.1703,0.0743781,0.00491377,0.0722487,0.00504939,0.0620945,0.00324197,0.069111,0.00420775,0.488343,0.0334672,0.673323,0.0272931
1581,4,102,44.2426,19.1903,0.0768912,0.00347892,0.0753609,0.00303448,0.0658894,0.00239533,0.0732995,0.00312995,0.468243,0.0219601,0.659446,0.0172202
1582,4,166,77.0711,35.7828,0.0688771,0.00772841,0.0721419,0.00573213,0.0577518,0.00676973,0.0706161,0.00560956,0.472644,0.0335493,0.639246,0.0185824
1583,4,181,95.6569,50.5538,0.0712288,0.00466083,0.0710137,0.00438108,0.0566154,0.00321374,0.0678297,0.00393723,0.503564,0.0291717,0.576639,0.0695592
1584,4,1482,321.598,69.7876,0.0673498,0.00175846,0.0716171,0.00198139,0.0565839,0.00165012,0.0699978,0.00194943,0.492877,0.0345733,0.647732,0.0189895
1585,4,242,114.728,54.3905,0.0762194,0.00586637,0.0756291,0.00545569,0.0643072,0.00382126,0.0728918,0.0047125,0.488932,0.0270509,0.666015,0.0685479
